feature_id	feature_start	feature_stop	susC	susD	susEF	starch_active_domain	localization	coverage_ratio	opf_id	ko_list	architecture	product_description	cazy_domain_list
B1A_01026	30261	31268					CY	1.03527779309547	Opf00465	K20534	Glycos_transf_2	putative glycosyltransferase	GT2
B1A_01027	31265	32206					CY	1.06829845054523	Opf01124		Glycos_transf_2:Glyco_tranf_2_2:Glyco_tranf_2_4	hypothetical protein	GT2
B1A_01028	32245	32814					CY	1.04303498401518	Opf01786	K07101	Pribosyltran:Pribosyltran	Orotate phosphoribosyltransferase	
B1A_01029	32842	33417					CY	1.1186172051218	Opf08499		HAD	hypothetical protein	
B1A_01030	34762	33425					CY	1.16555344049748	Opf01568	K00266	Fer4_20:Pyr_redox_2	Glutamate synthase [NADPH] small chain	AA3_4
B1A_01031	35793	34771					CY	1.04330623469697	Opf01534	K00874	PfkB:PfkB	5-dehydro-2-deoxygluconokinase	
B1A_01032	36048	37094					CY	1.14112813499742	Opf01302	K01066	Abhydrolase_3	Acetyl esterase	CE10
B1A_01033	37521	37174					CY	1.11133405152599	Opf01336	K02887	Ribosomal_L20	50S ribosomal protein L20	
B1A_01034	37824	37627					CY	0.980165373897664	Opf00947	K02916	Ribosomal_L35p	50S ribosomal protein L35	
B1A_01035	38614	37925					CY	1.12374014422235	Opf01024	K02520	IF3_N:IF3_C	Translation initiation factor IF-3	
B1A_01036	40582	38645					CY	1.09364357332386	Opf00727	K01868	TGS:tRNA_SAD:tRNA-synt_2b:HGTP_anticodon	Threonine--tRNA ligase 1	
B1A_01037	42725	40692					PP	1.05083067472343	Opf03361		TPR_1:TPR_1:TPR_17:TPR_19:TPR_9:TPR_9:TPR_16:TPR_17:TPR_2:TPR_16:TPR_20:TPR_11:TPR_11	Lipopolysaccharide assembly protein B	GT41,GT41,GT41,GT41
B1A_01038	42868	44133					CY	1.109754406502	Opf00936	K03885	Pyr_redox_2	NADH dehydrogenase-like protein	
B1A_01039	44296	45201					OM	1.01246350952976	Opf01259		META:META	hypothetical protein	
B1A_01040	45679	45263					CY	1.05445810975144	Opf00523	K04762	S4	Heat shock protein 15	
B1A_01041	46273	45710					CY	1.20194090551428	Opf00415	K01056	Pept_tRNA_hydro	Peptidyl-tRNA hydrolase	
B1A_01042	47007	46354					CY	1.14413632767133	Opf00766	K02897	Ribosomal_L25p:Ribosomal_TL5_C	hypothetical protein	
B1A_01043	50095	47198					CY	1.05305863550454	Opf00433		PDDEXK_1	hypothetical protein	
B1A_01044	246	1196					CY	0.949389925317944	Opf00941	K01923	SAICAR_synt	Phosphoribosylaminoimidazole-succinocarboxamide synthase	
B1A_01045	1200	1493					CY	1.03777641071443	Opf00679		Dabb	hypothetical protein	
B1A_01046	2274	1642					PP	1.0782884010996	Opf03794		DUF561:Sigma54_activ_2	hypothetical protein	
B1A_01047	2359	3933					PP	1.02307816072136	Opf04871	K01136	Sulfatase:DUF4976:DUF4976	Ulvan-active sulfatase	
B1A_01048	4504	3905					CY	1.0526926776847		K21063	HAD_2	D-ribitol-5-phosphate phosphatase	
B1A_01049	4636	5055					PP	1.05642941514836	Opf14641			hypothetical protein	
B1A_01050	5184	6746					OM	1.03694237548073	Opf00763	K15727	HlyD_D23	hypothetical protein	
B1A_01051	6760	9870					CY	1.05210598923612	Opf01028	K07787	ACR_tran	Cobalt-zinc-cadmium resistance protein CzcA	
B1A_01052	9887	11077					PP	1.08774396478735	Opf09210	K15726	OEP:OEP	hypothetical protein	
B1A_01053	11089	12690					PP	1.03824813949042	Opf02277	K08659	Peptidase_C69	hypothetical protein	
B1A_01054	12693	13487					CY	1.07524521925991	Opf00315	K03437	SpoU_methylase	23S rRNA (guanosine-2'-O-)-methyltransferase RlmB	
B1A_01055	13606	13770					CY	1.06351870737291	Opf08258			hypothetical protein	
B1A_01056	13923	13753					CY	1.08010454547166	Opf03539		PRIMA1:UCR_UQCRX_QCR9	hypothetical protein	
B1A_01057	305	2374					CY	1.07894266891983	Opf00654	K05592	DEAD:Helicase_C:CMS1:DbpA:DUF2201_N:CMS1	ATP-dependent RNA helicase DeaD	
B1A_01058	2385	3044					PP	0.975954476143423	Opf04062		DUF3256	hypothetical protein	
B1A_01059	3120	4649					CY	1.04780600933764	Opf00545	K01885	tRNA-synt_1c	Glutamate--tRNA ligase	
B1A_01060	4646	5953					CY	1.05437125032131	Opf00714	K02527	Glycos_transf_N:Glycos_transf_N	3-deoxy-D-manno-octulosonic acid transferase	GT30,GT30
B1A_01061	5986	7917					CY	1.04891709862106	Opf01365	K01209	CBM_4_9:Alpha-L-AF_C	Extracellular exo-alpha-L-arabinofuranosidase	GH51,CBM22,GH51
B1A_01062	8167	8811					CY	0.997976293442676	Opf01436	K01625	Aldolase	KHG/KDPG aldolase	
B1A_01063	9445	8789					CY	1.02490630364253	Opf00858		DUF2461	hypothetical protein	
B1A_01064	11437	9458					OM	1.06655912424388	Opf00371	K03640	TPR_11:TPR_6:TPR_2:PD40:PD40:PD40:TPR_6:OmpA:PD40:PD40:PD40:PD40:CarboxypepD_reg:OmpA	Peptidoglycan-associated lipoprotein	GT41
B1A_01065	12774	11527					PP	0.98484434994922	Opf00640	K00939	Pribosyltran:ADK	Adenylate kinase	
B1A_01066	15411	12949					PP	0.996614163400857	Opf02136	K01364	Inhibitor_I69:Peptidase_C10	hypothetical protein	
B1A_01067	18444	15490					PP	0.949551842931519	Opf16831			hypothetical protein	
B1A_01068	20635	18566					PP	1.02561776879092			CBM_X2:CBM_X2:CBM_X2:CBM_X2:CBM_X2:CBM_X2	hypothetical protein	
B1A_01069	23063	20721					PP	1.02168478617812	Opf05818			hypothetical protein	
B1A_01070	209	352					CY	1.0822178114743	Opf07824			hypothetical protein	
B1A_01071	494	1948					CY	1.06382162045093	Opf00177	K06178	S4:PseudoU_synth_2	hypothetical protein	
B1A_01072	1960	3357					CY	1.02829680104904	Opf00896	K01893	tRNA_anti-codon:tRNA-synt_2	Asparagine--tRNA ligase	
B1A_01073	3375	4673					CY	1.03715928529214	Opf00089		Multi_Drug_Res:DUF4105:Multi_Drug_Res:Wzy_C	hypothetical protein	
B1A_01074	4654	6156					CY	1.02740965590093	Opf00518		Phosphodiest	Alkaline phosphatase PafA	
B1A_01075	6229	9603					CY	1.06461228722067	Opf00606	K03070	SecA_DEAD:Helicase_C:SecA_SW:MEDS:SEC-C	Protein translocase subunit SecA	
B1A_01076	9607	9996					CY	1.04622090063363	Opf03974		DUF4339	hypothetical protein	
B1A_01077	9993	10199					CY	1.0187200433603	Opf03974		CD225	hypothetical protein	
B1A_01078	10211	10798					CY	1.01488117708181	Opf06473		DUF4339:CD225:CD225	hypothetical protein	
B1A_01079	10821	11984					CY	1.0374892849458	Opf00704	K13010	DegT_DnrJ_EryC1	Putative pyridoxal phosphate-dependent aminotransferase EpsN	
B1A_01080	438	127					CY	0.53880632874014	Opf01268			hypothetical protein	
B1A_01081	1767	439					CY	0.409420577985005	Opf01035		HypA:PcfJ:zf-3CxxC_2:PcfJ	hypothetical protein	
B1A_01082	2217	1780					CY	1.09200014498903	Opf00112		PcfK	hypothetical protein	
B1A_01083	2454	2230					CY	0.362507049222534	Opf00673		pXO2-11	hypothetical protein	
B1A_01084	34	621					CY	0.845009893885469	Opf03605		HTH_11:HTH_18	HTH-type transcriptional activator RhaS	
B1A_01085	640	2958					PP	1.0277322736487	Opf01944	K15532	Glyco_hydro_88:DUF2264	hypothetical protein	GH105
B1A_01086	3055	3849					CY	1.0541875025813	Opf01640	K00046	adh_short_C2	2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase	
B1A_01087	3877	5037					PP	1.10005723119026	Opf01505		DUF4861	hypothetical protein	
B1A_01088	5046	6467					CY	0.955283839077906	Opf01602	K02775	EIIC-GAT	PTS system galactitol-specific EIIC component	
B1A_01089	7257	6541					CY	1.00384891940935				hypothetical protein	
B1A_01090	5	2956	1				CY	1.0080292734119	Opf01209	K21573	CarbopepD_reg_2:Plug:Rho_N:TonB_dep_Rec	TonB-dependent receptor SusC	
B1A_01091	2997	4739		1			OM	1.02902148121943	Opf03463	K21572	SusD-like_3:SusD_RagB	hypothetical protein	
B1A_01092	4839	6341					PP	1.01398050010575	Opf07123		DUF5013:DUF5013:DUF5013	hypothetical protein	
B1A_01093	6432	8696					PP	0.900516810718822	Opf03833		Glyco_hydro_92	hypothetical protein	GH92
B1A_01094	8724	9257					PP	1.01156692059786	Opf06929	K01126		hypothetical protein	
B1A_01095	10618	9557					CY	1.0732998134189	Opf13204		Y1_Tnp	hypothetical protein	
B1A_01096	10952	12397					OM	1.13846498900656	Opf04959	K01213	End_N_terminal:Glyco_hydro_28:Glyco_hydro_28:Pectate_lyase_3	hypothetical protein	GH28,GH28
B1A_01097	12441	15173				GH119	PP	1.04034421625155	Opf03893	K06113	RicinB_lectin_2:RicinB_lectin_2:Tissue_fac:Laminin_G_3	hypothetical protein	CBM13,GH119,CBM40
B1A_01098	15195	17432					PP	1.03113017630539	Opf07313		LpqV:Glyco_hydro_92	hypothetical protein	GH92
B1A_01099	17441	18517					CY	1.020057366497	Opf01480	K01205	DUF1624:DUF3007:DUF3007:PIRT	hypothetical protein	
B1A_01100	18652	19107					PP	1.01183385614409	Opf01166		PepSY_like:PepSY_like	hypothetical protein	
B1A_01101	20161	19361					CY	0.752334070915398	Opf01744	K07133	DUF4143:DUF4143	hypothetical protein	
B1A_01102	16	1083					CY	0.123602907944937	Opf03789		DUF5017:Peptidase_M6	hypothetical protein	
B1A_01103	63	254					PP	1.0086217556388	Opf12476		DUF5484:DUF5484	hypothetical protein	
B1A_01104	1637	321					CY	1.01464551526943	Opf00973	K03977	MMR_HSR1:FtsK_SpoIIIE:MMR_HSR1:RsgA_GTPase:KH_dom-like	GTPase Der	
B1A_01105	2611	1667					CY	1.03219270833036	Opf00607	K03595	MMR_HSR1:MMR_HSR1_Xtn:KH_2	GTPase Era	
B1A_01106	3743	2751					CY	1.16650782937564	Opf00517	K00648	ACP_syn_III:FAE1_CUT1_RppA:ACP_syn_III:ACP_syn_III_C	3-oxoacyl-[acyl-carrier-protein] synthase 3	
B1A_01107	4053	3871					CY	1.01435156269566	Opf01257	K02911	Ribosomal_L32p	50S ribosomal protein L32	
B1A_01108	4638	4117					CY	1.00534014521209	Opf00387		DUF177	hypothetical protein	
B1A_01109	4712	4640					CY	1.00328151637758				tRNA-Arg(cct)	
B1A_01110	5857	4922					CY	1.0452945675004	Opf02268	K02395	Glucosaminidase:LysM:LysM	hypothetical protein	GH73,CBM50,CBM50
B1A_01111	2097	430					OM	0.975630250452525	Opf10282		P_gingi_FimA:Fimbrillin_C:DUF5065	hypothetical protein	
B1A_01112	4584	2116					OM	1.05680729110276	Opf04986		BACON:BACON:BACON	hypothetical protein	
B1A_01113	5233	4595					PP	1.15705066650533	Opf07161		DUF3575	hypothetical protein	
B1A_01114	6223	5294					PP	1.02615238927578	Opf09518			hypothetical protein	
B1A_01115	7763	6339					OM	1.02322564444484	Opf04336		Mfa2	hypothetical protein	
B1A_01116	368	553					CY	0.00215985945914299	Opf12749		YABBY	hypothetical protein	
B1A_01117	2765	675					PP	0.00300843193524083	Opf00825		TonB_dep_Rec:OMP_b-brl_3	hypothetical protein	
B1A_01118	4546	2924					CY	0.00709983037104712	Opf01303		DUF4381:DUF4381:GerE	hypothetical protein	
B1A_01119	4762	5625					CY	0.754088936986826	Opf03058		DEDD_Tnp_IS110:Transposase_20:DEDD_Tnp_IS110:Transposase_20	IS110 family transposase ISSsu10	
B1A_01120	1234	365					CY	0.00377686030413426	Opf04652		BRI3BP	hypothetical protein	
B1A_01121	2135	1245					PP	2.53707350348866e-05	Opf05276			hypothetical protein	
B1A_01122	3091	2141					CY	0.492751122175878	Opf01427	K03832	CarbopepD_reg_2:CarboxypepD_reg:CarbopepD_reg_2	hypothetical protein	
B1A_01123	3603	3088					CY	0.00356883888617723	Opf01212	K03832	TonB_C	hypothetical protein	
B1A_01124	1491	1243					CY	2.63333147398421	Opf13376			hypothetical protein	
B1A_01125	13	195					CY	36.0988772319984			Cytochrom_B559a:Cytochrom_B559a	hypothetical protein	
B1A_01126	428	1804					CY	1.15839288462688	Opf00536	K02341	Sigma54_activat:DNA_pol3_delta2:IstB_IS21	hypothetical protein	
B1A_01127	1840	2742					CY	1.04382769848357	Opf00210		NTP_transferase:Fucose_iso_C	hypothetical protein	
B1A_01128	1334	936					CY	0.756204380509045	Opf14588			hypothetical protein	
B1A_01129	3319	344					CY	1.02961073884889	Opf00786		Response_reg:Response_reg:PPDK_N	hypothetical protein	
B1A_01130	4093	3329					CY	1.15157546284739	Opf00770	K01719	HEM4	hypothetical protein	
B1A_01131	5138	4155					CY	1.10020285953461	Opf03311		DUF4271	hypothetical protein	
B1A_01132	6207	5179					CY	1.06211016391744	Opf00263	K01784	Epimerase	hypothetical protein	
B1A_01133	6840	6220					CY	1.04822151482538	Opf00641	K22278	Methyltransf_24:Polysacc_deac_1:Methyltransf_24	Peptidoglycan-N-acetylglucosamine deacetylase	CE4
B1A_01134	10780	6899					CY	1.07040217457199	Opf00145		DUF2723:DUF2723:DUF2723:Serglycin	hypothetical protein	
B1A_01135	11059	10959					CY	0.825945262182092				5S ribosomal RNA	
B1A_01136	833	18					CY	0.228972110855925	Opf01293		KilA-N	hypothetical protein	
B1A_01137	1232	2101					CY	1.05468973017312	Opf00043		BcrAD_BadFG	hypothetical protein	
B1A_01138	2091	2747					PP	1.0703500198118	Opf01755		Lipase_GDSL_2	hypothetical protein	CE3
B1A_01139	2840	3754					PP	1.06951018630556	Opf03341		DUF5106:Thioredoxin_2	hypothetical protein	
B1A_01140	3801	4292					CY	1.0080069259864	Opf01443	K15977	DoxX	hypothetical protein	
B1A_01141	4289	5428					CY	1.0070828896184	Opf00412	K00566	tRNA_Me_trans	tRNA-specific 2-thiouridylase MnmA	
B1A_01142	5415	6029					CY	1.213428683514	Opf00449	K08999	DNase-RNase:UVR	hypothetical protein	
B1A_01143	6124	6621					CY	1.00772310479936	Opf01527	K03402	Arg_repressor:Arg_repressor_C	Arginine repressor	
B1A_01144	6671	7585					CY	1.09895601347507	Opf00078	K00145	Semialdhyde_dh:Semialdhyde_dh:DUF5449	N-acetyl-gamma-glutamyl-phosphate reductase	
B1A_01145	7625	7960					CY	1.19719380289188	Opf00235	K03111	SSB	Single-stranded DNA-binding protein	
B1A_01146	8061	9959					CY	1.06308050429696	Opf00819	K01585	Orn_Arg_deC_N	Biosynthetic arginine decarboxylase	
B1A_01147	9959	10723					CY	1.05966882864727	Opf00224	K06173	PseudoU_synth_1:PseudoU_synth_1	tRNA pseudouridine synthase A	
B1A_01148	10707	12713					CY	1.11769817797714	Opf00418	K01972	DNA_ligase_aden:DNA_ligase_OB:DNA_ligase_ZBD:HHH_5:HHH_2:BRCT	DNA ligase	
B1A_01149	12744	13388					CY	0.962509644813536	Opf00481	K01783	Ribul_P_3_epim	Ribulose-phosphate 3-epimerase	
B1A_01150	13786	13415					CY	0.962548606991068	Opf02401		DUF805	Inner membrane protein YhaH	
B1A_01151	14790	13864					CY	1.06737009461564	Opf01224	K05540	Dus	tRNA-dihydrouridine(16) synthase	
B1A_01152	15171	14794					CY	1.03499171480859	Opf00743	K09922	DMT_6	hypothetical protein	
B1A_01153	15285	16493					CY	1.12715842941766	Opf00473	K22405	Lactamase_B:Flavodoxin_5	Anaerobic nitric oxide reductase flavorubredoxin	AA6
B1A_01154	16503	17114					CY	1.08802913707734	Opf00082			hypothetical protein	
B1A_01155	17162	17824					CY	1.14947117654478	Opf00584	K01077	SNARE_assoc:UPF0016	hypothetical protein	
B1A_01156	1044	610					CY	1.25603020510427	Opf01167	K03790	Acetyltransf_3	Acetyltransferase	
B1A_01157	1666	194					CY	1.00496611733641	Opf00430	K03650	TrmE_N:MnmE_helical	tRNA modification GTPase MnmE	
B1A_01158	2457	1651					CY	1.09835264340414	Opf00320	K01173	DUF4227:Endonuclease_NS	hypothetical protein	
B1A_01159	2583	3803					CY	1.10800099354625	Opf00792	K01258	Peptidase_M42:Peptidase_M20:M20_dimer	Peptidase T	
B1A_01160	3831	4730					CY	1.02805116783098	Opf00209	K00791	AAA_16:IPPT	tRNA dimethylallyltransferase	
B1A_01161	5718	4705					CY	1.02946440045824	Opf00086		YitT_membrane:DUF2179	hypothetical protein	
B1A_01162	5826	6551					PP	0.981558223785553	Opf03617		OMP_b-brl_2	hypothetical protein	
B1A_01163	7137	6595					CY	1.04750858594568	Opf02652		Acetyltransf_1	hypothetical protein	
B1A_01164	7831	7142					CY	1.00445294505875	Opf04128		Lipase_GDSL_2	hypothetical protein	CE2,CE3
B1A_01165	7989	9047					CY	1.06541195299117	Opf01402	K01867	tRNA-synt_1b	Tryptophan--tRNA ligase	
B1A_01166	9050	10276					CY	1.02135390998719	Opf01577	K06373	Gate:Gate:Gate	hypothetical protein	
B1A_01167	10358	10834					CY	1.02394572664851	Opf06285		Cut8:SWIB	hypothetical protein	
B1A_01168	10951	12057					CY	1.06531404331949	Opf01539	K00259	AlaDh_PNT_N:AlaDh_PNT_C	Alanine dehydrogenase	
B1A_01169	13514	12135					PP	0.993730999191378	Opf02362		Porin_4	hypothetical protein	
B1A_01170	472	158					CY	1.00232409214026	Opf00005	K03671	Thioredoxin	Thiol-disulfide oxidoreductase ResA	
B1A_01171	4207	521					CY	1.01270055889416	Opf00657	K02337	PHP:Isochorismatase:Isochorismatase:DNA_pol3_alpha:HHH_6:CDC24_OB3	DNA polymerase III subunit alpha	CBM40
B1A_01172	4628	6622					CY	1.04803543329949	Opf01435	K01712	Urocanase_N:Urocanase:Urocanase_C	Urocanate hydratase	
B1A_01173	6697	8400					CY	1.07390741183089	Opf01617	K13990	FTCD_N:FTCD:FTCD_C	hypothetical protein	
B1A_01174	8397	9641					CY	1.05274947247163	Opf02269	K01468	Amidohydro_1	Imidazolonepropionase	CE9,CE9
B1A_01175	9692	11209					CY	1.04011728716197	Opf01469	K01745	Lyase_aromatic	Histidine ammonia-lyase	
B1A_01176	12760	11309					CY	0.996461918227401	Opf00233	K03215	TRAM:tRNA_U5-meth_tr:Methyltrans_SAM:tRNA_U5-meth_tr	23S rRNA (uracil-C(5))-methyltransferase RlmCD	
B1A_01177	13023	15740					CY	1.00983362196082	Opf01207	K01006	PPDK_N:HGD-D:PEP-utilizers:PEP-utilizers_C	Pyruvate, phosphate dikinase	
B1A_01178	15817	16026					CY	0.000594578907451555	Opf02497		DUF2175	hypothetical protein	
B1A_01179	16020	16619					CY	0.0106881625808267	Opf01524	K02314	Zeta_toxin	hypothetical protein	
B1A_01180	4	2592					CY	0.714846905132099	Opf03194	K02014	Plug:Plug:TonB_dep_Rec	TonB-dependent receptor P3	
B1A_01181	2607	4271		1			OM	0.774174182487363	Opf05939		SusD-like_2:SusD-like_2	hypothetical protein	
B1A_01182	4292	5548					OM	0.729707121322813	Opf03733		Cadherin-like:Cadherin-like:TIG	hypothetical protein	
B1A_01183	5550	7871					PP	0.874264679115544	Opf01515	K05349	Glyco_hydro_3:Glyco_hydro_3_C:DUF11:Fn3-like	Beta-glucosidase BoGH3B	GH3
B1A_01184	8149	8580					CY	1.18436714438657	Opf00497	K06925	TsaE	hypothetical protein	
B1A_01185	8577	9323					CY	0.980979379778207	Opf00087	K03524	BPL_LplA_LipB	Bifunctional ligase/repressor BirA	
B1A_01186	9339	10412					CY	1.06446208208117	Opf00028	K07027	LPG_synthase_TM	hypothetical protein	
B1A_01187	10439	11005					CY	1.13003074534749	Opf03270		DctQ	hypothetical protein	
B1A_01188	11002	11853					PP	1.01167108035777	Opf04532		LRR_5:LRR_5	hypothetical protein	
B1A_01189	12757	12128					CY	1.09603159704292	Opf02432		OMP_b-brl_2	hypothetical protein	
B1A_01190	40	174					CY	1.03567170925093				hypothetical protein	
B1A_01191	1090	1323					CY	1.03724119344441				hypothetical protein	
B1A_01192	2357	1764					CY	1.03081856561624	Opf05178		Prok-E2_D:cNMP_binding:HTH_Crp_2	hypothetical protein	
B1A_01193	3556	2354					CY	1.04463333008446	Opf01045	K01791	Epimerase_2	GDP/UDP-N,N'-diacetylbacillosamine 2-epimerase (hydrolyzing)	
B1A_01194	4588	3578					CY	1.07230190069161	Opf00916	K18430	NeuB:SAF	N,N'-diacetyllegionaminic acid synthase	
B1A_01195	5220	4591					CY	1.04193417697826	Opf06554		Hexapep:Hexapep:Hexapep_2	UDP-3-O-(3-hydroxymyristoyl)glucosamine N-acyltransferase	
B1A_01196	657	13					CY	1.82901687304868	Opf01636	K03152	DJ-1_PfpI	hypothetical protein	
B1A_01197	901	1179					CY	1.98800996621643	Opf00048	K03098	HxlR	hypothetical protein	
B1A_01198	1623	1327					CY	2.22120722751487	Opf02824		SUKH_6:SMI1_KNR4:SUKH_6	hypothetical protein	
B1A_01199	45	671					CY	0.688575238148774	Opf01493	K18234	Hexapep_2:Hexapep:Hexapep	Streptogramin A acetyltransferase	
B1A_01200	668	1159					CY	0.635137549207501	Opf05582		SseC:Jag_N	hypothetical protein	
B1A_01201	1953	1360					CY	1.76689882835683	Opf01928	K07484	DDE_Tnp_IS66:DDE_Tnp_IS66_C	hypothetical protein	
B1A_01202	203	1363					CY	0.0	Opf02262		DUF4448:OSTbeta:DUF4456	hypothetical protein	
B1A_01203	157	711					CY	0.000875722671010686		K07316		hypothetical protein	
B1A_01204	713	1006					CY	0.000220224209029717	Opf11293	K01156	ResIII	hypothetical protein	
B1A_01205	10	327					CY	0.521354692749452	Opf01925			hypothetical protein	
B1A_01206	773	444					CY	0.427851434671866	Opf00023	K01185	Phage_lysozyme	hypothetical protein	GH24
B1A_01207	28	144					CY	3.46319853763927	Opf03789		Peptidase_M6	hypothetical protein	
B1A_01208	335	2047					PP	1.07478741244737	Opf01225	K14645	Endonuclease_1:ASH:fn3	hypothetical protein	
B1A_01209	119	436					CY	0.0853175790812194	Opf13559			hypothetical protein	
B1A_01210	826	1149					CY	0.932264466117227	Opf00616		DUF4491	hypothetical protein	
B1A_01211	1357	1241					PP	0.0015406186579905				hypothetical protein	
B1A_01212	2214	1354					PP	0.00650858289893228	Opf00014		Porph_ging:Porph_ging:Porph_ging	hypothetical protein	
B1A_01213	376	149					CY	0.0557448564566552	Opf07801		Seadorna_VP6:DUF4404	hypothetical protein	
B1A_01214	1079	543					CY	0.124236611175229	Opf12665		DUF2207:DUF3899	hypothetical protein	
B1A_01215	1966	1094					CY	0.122399772157813	Opf01906	K00571	N6_N4_Mtase	Modification methylase DpnIIB	
B1A_01216	2667	1966					CY	0.00659259562364009	Opf15645		MutH	Type-2 restriction enzyme Sau3AI	
B1A_01217	3487	2660					CY	0.0774739751636467	Opf02059	K01155	DpnII	Type-2 restriction enzyme MboI	
B1A_01218	4438	3491					CY	0.213330990404125	Opf01840	K06223	MethyltransfD12	Modification methylase DpnIIA	
B1A_01219	329	138					CY	0.927335122778532				hypothetical protein	
B1A_01220	360	1883					CY	0.688793296332793	Opf02897	K01745	Lyase_aromatic	Tyrosine 2,3-aminomutase	
B1A_01221	1880	2605					CY	0.639676462511714	Opf00156	K00059	adh_short_C2	3-oxoacyl-[acyl-carrier-protein] reductase	
B1A_01222	2632	3855					CY	0.910548978071959	Opf00139	K00647	ketoacyl-synt:Ketoacyl-synt_C:KAsynt_C_assoc	3-oxoacyl-[acyl-carrier-protein] synthase 1	
B1A_01223	3907	4116					PP	1.07842959456004	Opf08954			hypothetical protein	
B1A_01224	4139	5299					CY	1.02063643298762	Opf02939	K21460	Dimerisation2:Methyltransf_2	hypothetical protein	
B1A_01225	5355	5597					CY	1.10693680392802	Opf02953	K02078	PP-binding	Acyl carrier protein	
B1A_01226	5590	6483					CY	1.1395689880104	Opf02902		Lip_A_acyltrans	hypothetical protein	
B1A_01227	6483	6926					CY	1.08398791660298	Opf03012			hypothetical protein	
B1A_01228	6931	7350					CY	1.17728447505781	Opf03342	K07107	4HBT_2	hypothetical protein	
B1A_01229	7347	8528					CY	1.14223424010359	Opf03150	K00647	ketoacyl-synt:Ketoacyl-synt_C	hypothetical protein	
